,ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,OREDEREDQUANTITY
16145,ES1,C00245,IT0001170,18-JAN,100.0
16146,ES1,C00245,IT0001466,18-JAN,50.0
16147,ES1,C00284,IT0001091,22-JAN,1125.0
16148,ES1,C00284,IT0001104,22-JAN,214.0
16149,ES1,C00284,IT0001127,22-JAN,1400.0
16150,ES1,C00284,IT0001137,22-JAN,800.0
16151,ES1,C00284,IT0001137,22-JAN,800.0
16152,ES1,C00256,IT0001197,20-JAN,500.0
16153,ES1,C00256,IT0001076,20-JAN,75.0
16154,ES1,C00256,IT0001203,20-JAN,121.0
16155,ES1,C00256,IT0001205,20-JAN,30.0
16156,ES1,C00256,IT0001415,20-JAN,15.0
16157,ES1,C00256,IT0001471,20-JAN,38.0
16158,ES1,C00256,IT0001159,20-JAN,50.0
16159,ES1,C00142,IT0001096,20-JAN,1120.0
16160,ES1,C00142,IT0001096,20-JAN,1120.0
16161,ES1,C00142,IT0001116,20-JAN,72.0
16162,ES1,C00152,IT0001085,22-JAN,200.0
16163,ES1,C00152,IT0001099,22-JAN,150.0
16164,ES1,C00152,IT0001018,22-JAN,500.0
16165,ES1,C00152,IT0001031,22-JAN,100.0
16166,ES1,C00152,IT0001159,22-JAN,96.0
16167,ES1,C00152,IT0001499,22-JAN,40.0
16168,ES1,C00152,IT0001415,22-JAN,50.0
16169,ES1,C00195,IT0001018,25-JAN,3000.0
16170,ES1,C00195,IT0001018,25-JAN,3000.0
16171,ES1,C00195,IT0001026,25-JAN,350.0
16172,ES1,C00195,IT0001026,25-JAN,350.0
16173,ES1,C00195,IT0001038,25-JAN,20.0
16174,ES1,C00195,IT0001044,25-JAN,150.0
16175,ES1,C00252,IT0001106,25-JAN,200.0
16176,ES1,C00252,IT0001106,25-JAN,200.0
16177,ES1,C00252,IT0001016,25-JAN,500.0
16178,ES1,C00245,IT0001076,08-FEB,3180.0
16179,ES1,C00245,IT0001076,08-FEB,3180.0
16180,ES1,C00245,IT0001076,08-FEB,3180.0
16181,ES1,C00245,IT0001133,08-FEB,68.0
16182,ES1,C00245,IT0001133,08-FEB,68.0
16183,ES1,C00210,IT0001076,13-FEB,1300.0
16184,ES1,C00370,IT0001099,25-JAN,160.0
16185,ES1,C00370,IT0001026,25-JAN,960.0
16186,ES1,C00370,IT0001026,25-JAN,960.0
16187,ES1,C00370,IT0001026,25-JAN,960.0
16188,ES1,C00370,IT0001031,25-JAN,100.0
16189,ES1,C00370,IT0001044,25-JAN,100.0
16190,ES1,C00370,IT0001159,25-JAN,435.0
16191,ES1,C00370,IT0001159,25-JAN,435.0
16192,ES1,C00370,IT0001170,25-JAN,87.0
16193,ES1,C00370,IT0001170,25-JAN,87.0
16194,ES1,C00370,IT0001471,25-JAN,75.0
16195,ES1,C00370,IT0001471,25-JAN,75.0
16196,ES1,C00316,IT0001371,26-JAN,318.0
16197,ES1,C00336,IT0001027,27-JAN,5000.0
16198,ES1,C00336,IT0001027,27-JAN,5000.0
16199,ES1,C00336,IT0001027,27-JAN,5000.0
16200,ES1,C00336,IT0001027,27-JAN,5000.0
16201,ES3,C00116,IT0001018,28-JAN,2000.0
16202,ES3,C00116,IT0001018,28-JAN,2000.0
16203,ES3,C00116,IT0001038,28-JAN,500.0
16204,ES1,C00237,IT0001096,28-JAN,320.0
16205,ES1,C00237,IT0001043,28-JAN,144.0
16206,ES1,C00237,IT0001043,28-JAN,144.0
16207,ES1,C00237,IT0001415,28-JAN,50.0
16208,ES1,C00252,IT0001096,30-JAN,3000.0
16209,ES1,C00252,IT0001096,30-JAN,3000.0
16210,ES1,C00252,IT0001096,30-JAN,3000.0
16211,ES1,C00252,IT0001096,30-JAN,3000.0
16212,ES1,C00252,IT0001106,30-JAN,100.0
16213,ES1,C00252,IT0001111,30-JAN,100.0
16214,ES1,C00252,IT0001111,30-JAN,100.0
16215,ES1,C00252,IT0001016,30-JAN,1000.0
16216,ES1,C00252,IT0001016,30-JAN,1000.0
16217,ES1,C00252,IT0001016,30-JAN,1000.0
16218,ES1,C00252,IT0001024,30-JAN,600.0
16219,ES1,C00252,IT0001024,30-JAN,600.0
16220,ES1,C00252,IT0001024,30-JAN,600.0
16221,ES1,C00252,IT0001030,30-JAN,100.0
16222,ES1,C00252,IT0001043,30-JAN,100.0
16223,ES1,C00252,IT0001043,30-JAN,100.0
16224,ES1,C00252,IT0001116,30-JAN,700.0
16225,ES1,C00252,IT0001116,30-JAN,700.0
16226,ES1,C00252,IT0001116,30-JAN,700.0
16227,ES1,C00252,IT0001116,30-JAN,700.0
16228,ES1,C00308,IT0001084,02-FEB,500.0
16229,ES1,C00308,IT0001096,02-FEB,160.0
16230,ES1,C00112,IT0001084,02-FEB,500.0
16231,ES1,C00112,IT0001096,02-FEB,960.0
16232,ES1,C00252,IT0001096,09-FEB,2500.0
16233,ES1,C00252,IT0001096,09-FEB,2500.0
16234,ES1,C00252,IT0001096,09-FEB,2500.0
16235,ES1,C00252,IT0001111,09-FEB,100.0
16236,ES1,C00252,IT0001116,09-FEB,100.0
16237,ES1,C00252,IT0001494,09-FEB,50.0
16238,ES1,C00173,IT0001099,08-FEB,100.0
16239,ES1,C00173,IT0001026,08-FEB,500.0
16240,ES1,C00173,IT0001159,08-FEB,200.0
16241,ES1,C00173,IT0001494,08-FEB,100.0
16242,ES1,C00173,IT0001415,08-FEB,50.0
16243,ES1,C00173,IT0001414,08-FEB,25.0
16244,ES1,C00290,IT0001024,08-FEB,10.0
16245,ES1,C00290,IT0001406,08-FEB,4.0
16246,ES1,C00290,IT0001159,08-FEB,2.0
16247,ES1,C00290,IT0001170,08-FEB,2.0
16248,ES1,C00245,IT0001012,08-FEB,1500.0
16249,ES1,C00245,IT0001012,08-FEB,1500.0
16250,ES1,C00245,IT0001028,08-FEB,200.0
16251,ES1,C00245,IT0001028,08-FEB,200.0
16252,ES1,C00245,IT0001056,08-FEB,160.0
16253,ES1,C00245,IT0001063,08-FEB,100.0
16254,ES1,C00245,IT0001066,08-FEB,50.0
16255,ES1,C00245,IT0001415,08-FEB,100.0
16256,ES1,C00245,IT0001433,08-FEB,203.0
16257,ES1,C00245,IT0001433,08-FEB,203.0
16258,ES1,C00245,IT0001432,08-FEB,14.0
16259,ES1,C00245,IT0001159,08-FEB,100.0
16260,ES1,C00245,IT0001159,08-FEB,100.0
16261,ES1,C00245,IT0001450,08-FEB,10.0
16262,ES1,C00256,IT0001202,09-FEB,300.0
16263,ES1,C00256,IT0001208,09-FEB,90.0
16264,ES1,C00256,IT0001040,09-FEB,10.0
16265,ES1,C00256,IT0001425,09-FEB,5.0
16266,ES1,C00256,IT0001076,09-FEB,100.0
16267,ES1,C00256,IT0001159,09-FEB,100.0
16268,ES1,C00256,IT0001406,09-FEB,4.0
16269,ES1,C00256,IT0001488,09-FEB,37.0
16270,ES1,C00237,IT0001016,10-FEB,2500.0
16271,ES1,C00237,IT0001016,10-FEB,2500.0
16272,ES1,C00237,IT0001024,10-FEB,800.0
16273,ES1,C00237,IT0001024,10-FEB,800.0
16274,ES1,C00237,IT0001024,10-FEB,800.0
16275,ES1,C00237,IT0001084,10-FEB,1000.0
16276,ES1,C00237,IT0001096,10-FEB,640.0
16277,ES1,C00237,IT0001096,10-FEB,640.0
16278,ES1,C00237,IT0001116,10-FEB,72.0
16279,ES1,C00237,IT0001494,10-FEB,100.0
16280,ES1,C00206,IT0001494,17-FEB,250.0
16281,ES1,C00252,IT0001481,17-FEB,25.0
16282,ES1,C00252,IT0001433,17-FEB,7.0
16283,ES1,C00195,IT0001018,17-FEB,1500.0
16284,ES1,C00195,IT0001018,17-FEB,1500.0
16285,ES1,C00195,IT0001026,17-FEB,500.0
16286,ES1,C00195,IT0001044,17-FEB,100.0
16287,ES1,C00195,IT0001159,17-FEB,50.0
16288,ES1,C00156,IT0001084,17-FEB,500.0
16289,ES1,C00163,IT0001016,19-FEB,480.0
16290,ES1,C00163,IT0001024,19-FEB,2100.0
16291,ES1,C00163,IT0001016,19-FEB,329.0
16292,ES1,C00163,IT0001024,19-FEB,240.0
16293,ES1,C00245,IT0001124,19-FEB,200.0
16294,ES1,C00245,IT0001461,22-FEB,9.0
16295,ES1,C00266,IT0001386,23-FEB,20.0
16296,ES1,C00266,IT0001481,23-FEB,15.0
16297,ES1,C00266,IT0001016,23-FEB,20.0
16298,ES1,C00284,IT0001084,25-FEB,2500.0
16299,ES1,C00284,IT0001084,25-FEB,2500.0
16300,ES1,C00284,IT0001084,25-FEB,2500.0
16301,ES1,C00284,IT0001096,25-FEB,1200.0
16302,ES1,C00284,IT0001130,25-FEB,200.0
16303,ES1,C00284,IT0001392,25-FEB,10.0
16304,ES1,C00244,IT0001389,25-FEB,200.0
16305,ES1,C00142,IT0001096,25-FEB,1760.0
16306,ES1,C00142,IT0001096,25-FEB,1760.0
16307,ES1,C00142,IT0001096,25-FEB,1760.0
16308,ES1,C00200,IT0001024,03-MAR,14.0
16309,ES1,C00252,IT0001096,04-MAR,750.0
16310,ES1,C00252,IT0001096,04-MAR,750.0
16311,ES1,C00112,IT0001096,04-MAR,1280.0
16312,ES1,C00135,IT0001208,04-MAR,200.0
16313,ES1,C00135,IT0001202,04-MAR,300.0
16314,ES1,C00237,IT0001084,05-MAR,500.0
16315,ES1,C00237,IT0001016,05-MAR,2000.0
16316,ES1,C00237,IT0001016,05-MAR,2000.0
16317,ES1,C00237,IT0001159,05-MAR,200.0
16318,ES1,C00237,IT0001414,05-MAR,50.0
16319,ES1,C00237,IT0001414,05-MAR,50.0
16320,ES1,C00237,IT0001433,05-MAR,50.0
16321,ES1,C00252,IT0001084,05-MAR,750.0
16322,ES1,C00252,IT0001084,05-MAR,750.0
16323,ES1,C00252,IT0001096,05-MAR,2250.0
16324,ES1,C00252,IT0001096,05-MAR,2250.0
16325,ES1,C00252,IT0001096,05-MAR,2250.0
16326,ES1,C00252,IT0001111,05-MAR,200.0
16327,ES1,C00252,IT0001111,05-MAR,200.0
16328,ES1,C00212,IT0001483,10-MAR,61.0
16329,ES1,C00212,IT0001353,10-MAR,49.0
16330,ES1,C00247,IT0001084,13-MAR,500.0
16331,ES1,C00367,IT0001405,05-MAY,10.0
16332,ES1,C00367,IT0001443,05-MAY,13.0
16333,ES1,C00367,IT0001170,05-MAY,10.0
16334,ES1,C00367,IT0001471,05-MAY,10.0
16335,ES1,C00367,IT0001476,05-MAY,4.0
16336,ES1,C00367,IT0001488,05-MAY,25.0
16337,ES1,C00252,IT0001116,11-MAR,100.0
16338,ES1,C00252,IT0001116,11-MAR,100.0
16339,ES1,C00252,IT0001016,11-MAR,500.0
16340,ES1,C00252,IT0001159,11-MAR,100.0
16341,ES1,C00252,IT0001170,11-MAR,100.0
16342,ES1,C00252,IT0001415,11-MAR,13.0
16343,ES1,C00252,IT0001106,11-MAR,200.0
16344,ES1,C00252,IT0001084,11-MAR,500.0
16345,ES1,C00252,IT0001084,11-MAR,500.0
16346,ES1,C00252,IT0001096,11-MAR,500.0
16347,ES1,C00252,IT0001096,11-MAR,500.0
16348,ES1,C00244,IT0001389,12-MAR,125.0
16349,ES1,C00292,IT0001084,13-MAR,50.0
16350,ES1,C00245,IT0001133,15-MAR,100.0
16351,ES1,C00256,IT0001197,15-MAR,300.0
16352,ES1,C00256,IT0001203,15-MAR,41.0
16353,ES1,C00256,IT0001210,15-MAR,10.0
16354,ES1,C00237,IT0001084,16-MAR,500.0
16355,ES1,C00237,IT0001096,16-MAR,480.0
16356,ES1,C00294,IT0001084,18-MAR,1250.0
16357,ES1,C00294,IT0001016,18-MAR,2500.0
16358,ES1,C00252,IT0001024,19-MAR,500.0
16359,ES1,C00252,IT0001030,19-MAR,700.0
16360,ES1,C00252,IT0001030,19-MAR,700.0
16361,ES1,C00239,IT0001502,19-MAR,10.0
16362,ES1,C00239,IT0001503,19-MAR,17.0
16363,ES1,C00239,IT0001199,19-MAR,1000.0
16364,ES1,C00244,IT0001389,20-MAR,300.0
16365,ES1,C00237,IT0001096,22-MAR,160.0
16366,ES1,C00237,IT0001494,22-MAR,100.0
16367,ES1,C00247,IT0001084,22-MAR,500.0
16368,ES1,C00308,IT0001096,26-MAR,160.0
16369,ES1,C00308,IT0001016,26-MAR,750.0
16370,ES1,C00308,IT0001494,26-MAR,50.0
16371,ES1,C00308,IT0001494,26-MAR,50.0
16372,ES1,C00370,IT0001018,26-MAR,1500.0
16373,ES1,C00370,IT0001018,26-MAR,1500.0
16374,ES1,C00370,IT0001044,26-MAR,100.0
16375,ES1,C00370,IT0001405,26-MAR,25.0
16376,ES1,C00370,IT0001414,26-MAR,60.0
16377,ES1,C00254,IT0001386,26-MAR,20.0
16378,0,0,0,0,0.0
16379,0,0,0,0,0.0
16380,ES1,C00195,IT0001389,02-APR,20.0
16381,ES1,C00294,IT0001084,27-MAR,1250.0
16382,ES1,C00294,IT0001084,27-MAR,1250.0
16383,ES1,C00294,IT0001096,27-MAR,1250.0
16384,ES1,C00294,IT0001096,27-MAR,1250.0
16385,ES1,C00294,IT0001096,27-MAR,1250.0
16386,ES1,C00294,IT0001024,27-MAR,2000.0
16387,ES1,C00294,IT0001024,27-MAR,2000.0
16388,ES1,C00294,IT0001024,27-MAR,2000.0
16389,ES1,C00294,IT0001043,27-MAR,30.0
16390,ES1,C00252,IT0001084,29-MAR,250.0
16391,ES1,C00252,IT0001096,29-MAR,320.0
16392,ES1,C00252,IT0001024,29-MAR,320.0
16393,ES1,C00252,IT0001030,29-MAR,100.0
16394,ES1,C00252,IT0001030,29-MAR,100.0
16395,ES1,C00252,IT0001096,29-MAR,160.0
16396,ES1,C00252,IT0001016,29-MAR,250.0
16397,ES1,C00252,IT0001043,29-MAR,100.0
16398,ES1,C00252,IT0001043,29-MAR,100.0
16399,ES1,C00252,IT0001016,29-MAR,250.0
16400,ES1,C00252,IT0001030,29-MAR,100.0
16401,ES1,C00252,IT0001037,29-MAR,100.0
16402,ES1,C00252,IT0001037,29-MAR,100.0
16403,ES1,C00252,IT0001096,29-MAR,1250.0
16404,ES1,C00252,IT0001084,29-MAR,250.0
16405,ES1,C00178,IT0001096,31-MAR,400.0
16406,ES1,C00178,IT0001012,31-MAR,100.0
16407,ES1,C00178,IT0001020,31-MAR,200.0
16408,ES1,C00178,IT0001040,31-MAR,50.0
16409,ES1,C00156,IT0001096,31-MAR,1600.0
16410,ES1,C00156,IT0001096,31-MAR,1600.0
16411,ES1,C00156,IT0001106,31-MAR,180.0
16412,ES1,C00308,IT0001213,31-MAR,7500.0
16413,ES1,C00308,IT0001213,31-MAR,7500.0
16414,ES1,C00308,IT0001213,31-MAR,7500.0
16415,ES1,C00245,IT0001405,01-APR,17.0
16416,ES1,C00245,IT0001414,01-APR,50.0
16417,ES1,C00245,IT0001433,01-APR,135.0
16418,ES1,C00256,IT0001202,02-APR,400.0
16419,ES1,C00256,IT0001208,02-APR,200.0
16420,ES1,C00256,IT0001210,02-APR,10.0
16421,ES1,C00256,IT0001096,02-APR,75.0
16422,ES1,C00256,IT0001043,02-APR,10.0
16423,ES1,C00256,IT0001170,02-APR,20.0
16424,ES1,C00256,IT0001406,02-APR,5.0
16425,ES1,C00256,IT0001433,02-APR,34.0
16426,ES1,C00256,IT0001494,02-APR,50.0
16427,ES1,C00206,IT0001159,02-APR,32.0
16428,ES1,C00206,IT0001084,02-APR,750.0
16429,ES1,C00206,IT0001096,02-APR,480.0
16430,ES1,C00245,IT0001386,05-APR,3.0
16431,ES1,C00297,IT0001503,05-APR,100.0
16432,ES1,C00297,IT0001168,05-APR,200.0
16433,ES1,C00252,IT0001084,06-APR,500.0
16434,ES1,C00252,IT0001096,06-APR,1600.0
16435,ES1,C00252,IT0001096,06-APR,1600.0
16436,ES1,C00252,IT0001024,06-APR,160.0
16437,ES1,C00252,IT0001030,06-APR,100.0
16438,ES1,C00252,IT0001116,06-APR,100.0
16439,ES1,C00252,IT0001116,06-APR,100.0
16440,ES1,C00368,IT0001130,06-APR,40.0
16441,ES1,C00368,IT0001084,06-APR,140.0
16442,ES1,C00135,IT0001208,07-APR,150.0
16443,ES1,C00135,IT0001197,07-APR,600.0
16444,ES1,C00294,IT0001016,07-APR,300.0
16445,ES1,C00294,IT0001024,07-APR,250.0
16446,ES1,C00237,IT0001024,08-APR,480.0
16447,ES1,C00237,IT0001159,08-APR,300.0
16448,ES1,C00237,IT0001159,08-APR,300.0
16449,ES1,C00262,IT0001170,08-APR,160.0
16450,ES1,C00262,IT0001471,08-APR,10.0
16451,ES1,C00262,IT0001488,08-APR,40.0
16452,ES1,C00262,IT0001357,08-APR,8.0
16453,ES1,C00262,IT0001415,08-APR,10.0
16454,ES1,C00133,IT0001026,08-APR,350.0
16455,ES1,C00133,IT0001151,08-APR,50.0
16456,ES1,C00133,IT0001415,08-APR,50.0
16457,ES1,C00133,IT0001481,08-APR,25.0
16458,ES1,C00284,IT0001016,09-APR,1000.0
16459,ES1,C00284,IT0001024,09-APR,425.0
16460,ES1,C00284,IT0001057,09-APR,375.0
16461,ES1,C00284,IT0001084,09-APR,2000.0
16462,ES1,C00116,IT0001112,09-APR,50.0
16463,ES1,C00116,IT0001018,09-APR,600.0
16464,ES1,C00252,IT0001116,10-APR,200.0
16465,ES1,C00252,IT0001116,10-APR,200.0
16466,ES1,C00252,IT0001024,10-APR,750.0
16467,ES1,C00252,IT0001024,10-APR,750.0
16468,ES1,C00252,IT0001096,10-APR,160.0
16469,ES1,C00252,IT0001096,10-APR,250.0
16470,ES1,C00252,IT0001096,10-APR,250.0
16471,ES1,C00156,IT0001084,12-APR,1000.0
16472,ES1,C00250,IT0001076,13-APR,225.0
16473,ES1,C00250,IT0001076,13-APR,225.0
16474,ES1,C00250,IT0001088,13-APR,20.0
16475,ES1,C00142,IT0001096,14-APR,160.0
16476,ES1,C00237,IT0001084,15-APR,580.0
16477,ES1,C00237,IT0001016,15-APR,800.0
16478,ES1,C00237,IT0001016,15-APR,800.0
16479,ES1,C00237,IT0001016,15-APR,800.0
16480,ES1,C00237,IT0001024,15-APR,160.0
16481,ES3,C00152,IT0001026,16-APR,200.0
16482,ES3,C00152,IT0001038,16-APR,100.0
16483,ES3,C00152,IT0001415,16-APR,50.0
16484,ES3,C00152,IT0001471,16-APR,15.0
16485,ES3,C00152,IT0001476,16-APR,12.0
16486,ES3,C00152,IT0001488,16-APR,10.0
16487,ES1,C00252,IT0001084,17-APR,500.0
16488,ES1,C00252,IT0001016,17-APR,250.0
16489,ES1,C00237,IT0001084,17-APR,500.0
16490,ES1,C00237,IT0001096,17-APR,320.0
16491,ES1,C00237,IT0001159,17-APR,400.0
16492,ES1,C00237,IT0001159,17-APR,400.0
16493,ES1,C00237,IT0001159,17-APR,400.0
16494,ES1,C00237,IT0001471,17-APR,25.0
16495,ES1,C00138,IT0001096,19-APR,250.0
16496,ES1,C00138,IT0001106,19-APR,60.0
16497,ES1,C00138,IT0001024,19-APR,600.0
16498,ES1,C00138,IT0001030,19-APR,60.0
16499,ES1,C00138,IT0001073,19-APR,40.0
16500,ES1,C00138,IT0001010,19-APR,30.0
16501,ES1,C00138,IT0001022,19-APR,500.0
16502,ES1,C00138,IT0001057,19-APR,150.0
16503,ES1,C00138,IT0001079,19-APR,450.0
16504,ES1,C00138,IT0001064,19-APR,100.0
16505,ES1,C00195,IT0001026,19-APR,500.0
16506,ES1,C00195,IT0001026,19-APR,500.0
16507,ES1,C00173,IT0001026,27-APR,800.0
16508,ES1,C00173,IT0001031,27-APR,330.0
16509,ES1,C00173,IT0001044,27-APR,141.0
16510,ES1,C00173,IT0001044,27-APR,141.0
16511,ES1,C00173,IT0001070,27-APR,316.0
16512,ES1,C00173,IT0001070,27-APR,316.0
16513,ES1,C00173,IT0001099,27-APR,133.0
16514,ES1,C00173,IT0001107,27-APR,125.0
16515,ES1,C00173,IT0001117,27-APR,12.0
16516,ES1,C00173,IT0001159,27-APR,216.0
16517,ES1,C00173,IT0001159,27-APR,216.0
16518,ES1,C00173,IT0001414,27-APR,45.0
16519,ES1,C00206,IT0001116,21-APR,216.0
16520,ES1,C00206,IT0001159,21-APR,40.0
16521,ES1,C00206,IT0001494,21-APR,86.0
16522,ES1,C00206,IT0001016,21-APR,500.0
16523,ES1,C00206,IT0001024,21-APR,160.0
16524,ES1,C00178,IT0001012,22-APR,35.0
16525,ES1,C00178,IT0001133,22-APR,6.0
16526,ES1,C00252,IT0001084,24-APR,300.0
16527,ES1,C00252,IT0001016,24-APR,250.0
16528,ES1,C00252,IT0001030,24-APR,100.0
16529,ES1,C00252,IT0001096,24-APR,160.0
16530,ES1,C00252,IT0001106,24-APR,160.0
16531,ES1,C00237,IT0001016,26-APR,750.0
16532,ES1,C00237,IT0001024,26-APR,480.0
16533,ES1,C00217,IT0001205,27-APR,1000.0
16534,ES1,C00217,IT0001198,27-APR,150.0
16535,ES1,C00336,IT0001032,28-APR,2000.0
16536,ES1,C00336,IT0001032,28-APR,2000.0
16537,ES1,C00116,IT0001044,30-APR,100.0
16538,ES1,C00116,IT0001026,30-APR,265.0
16539,ES1,C00116,IT0001107,30-APR,10.0
16540,ES1,C00116,IT0001415,30-APR,100.0
16541,ES1,C00116,IT0001433,30-APR,68.0
16542,ES1,C00116,IT0001481,30-APR,27.0
16543,ES1,C00116,IT0001494,30-APR,50.0
16544,ES1,C00105,IT0001509,30-APR,74.0
16545,ES1,C00105,IT0001194,30-APR,50.0
16546,ES1,C00156,IT0001084,30-APR,500.0
16547,ES1,C00156,IT0001116,30-APR,144.0
16548,ES1,C00252,IT0001096,03-MAY,5000.0
16549,ES1,C00252,IT0001096,03-MAY,5000.0
16550,ES1,C00252,IT0001096,03-MAY,5000.0
16551,ES1,C00252,IT0001096,03-MAY,5000.0
16552,ES1,C00252,IT0001096,03-MAY,5000.0
16553,ES1,C00252,IT0001096,03-MAY,5000.0
16554,ES1,C00252,IT0001096,03-MAY,5000.0
16555,ES1,C00252,IT0001106,03-MAY,200.0
16556,ES1,C00252,IT0001433,03-MAY,100.0
16557,ES1,C00252,IT0001433,03-MAY,100.0
16558,ES1,C00256,IT0001203,04-MAY,41.0
16559,ES1,C00256,IT0001208,04-MAY,50.0
16560,ES1,C00256,IT0001076,04-MAY,125.0
16561,ES1,C00256,IT0001040,04-MAY,10.0
16562,ES1,C00256,IT0001415,04-MAY,25.0
16563,ES1,C00256,IT0001433,04-MAY,14.0
16564,ES1,C00256,IT0001494,04-MAY,50.0
16565,ES1,C00256,IT0001471,04-MAY,26.0
16566,ES1,C00237,IT0001084,06-MAY,250.0
16567,ES1,C00237,IT0001016,06-MAY,3000.0
16568,ES1,C00237,IT0001016,06-MAY,3000.0
16569,ES1,C00237,IT0001043,06-MAY,72.0
16570,ES1,C00237,IT0001159,06-MAY,300.0
16571,ES1,C00237,IT0001159,06-MAY,300.0
16572,ES1,C00195,IT0001044,07-MAY,50.0
16573,ES1,C00195,IT0001494,07-MAY,4.0
16574,ES1,C00195,IT0001415,07-MAY,40.0
16575,ES1,C00195,IT0001414,07-MAY,25.0
16576,ES1,C00195,IT0001433,07-MAY,9.0
16577,ES1,C00148,IT0001198,08-MAY,650.0
16578,ES1,C00252,IT0001106,12-MAY,400.0
16579,ES1,C00252,IT0001106,12-MAY,400.0
16580,ES1,C00237,IT0001084,15-MAY,250.0
16581,ES1,C00237,IT0001096,15-MAY,160.0
16582,ES1,C00237,IT0001024,15-MAY,480.0
16583,ES1,C00237,IT0001159,15-MAY,2000.0
16584,ES1,C00237,IT0001159,15-MAY,2000.0
16585,ES1,C00237,IT0001159,15-MAY,2000.0
16586,ES1,C00237,IT0001159,15-MAY,2000.0
16587,ES1,C00237,IT0001159,15-MAY,2000.0
16588,ES1,C00252,IT0001024,17-MAY,320.0
16589,ES1,C00245,IT0001048,18-MAY,250.0
16590,ES1,C00245,IT0001415,18-MAY,100.0
16591,ES1,C00245,IT0001433,18-MAY,203.0
16592,ES1,C00135,IT0001197,18-MAY,750.0
16593,ES1,C00135,IT0001202,18-MAY,100.0
16594,ES1,C00142,IT0001084,19-MAY,750.0
16595,ES1,C00142,IT0001096,19-MAY,1600.0
16596,ES1,C00142,IT0001096,19-MAY,1600.0
16597,ES1,C00285,IT0001024,03-JUN,640.0
16598,ES1,C00285,IT0001024,03-JUN,640.0
16599,ES1,C00285,IT0001043,03-JUN,30.0
16600,ES1,C00308,IT0001213,03-JUN,7500.0
16601,ES1,C00308,IT0001213,03-JUN,7500.0
16602,ES1,C00308,IT0001213,03-JUN,7500.0
16603,ES1,C00308,IT0001213,03-JUN,7500.0
16604,ES1,C00156,IT0001096,20-MAY,1600.0
16605,ES1,C00156,IT0001096,20-MAY,1600.0
16606,ES1,C00156,IT0001116,20-MAY,72.0
16607,ES1,C00256,IT0001494,21-MAY,3794.0
16608,ES1,C00256,IT0001494,21-MAY,3794.0
16609,ES1,C00256,IT0001494,21-MAY,3794.0
16610,ES1,C00198,IT0001488,22-MAY,50.0
16611,ES1,C00252,IT0001096,22-MAY,1500.0
16612,ES1,C00252,IT0001096,22-MAY,1500.0
16613,ES1,C00252,IT0001096,22-MAY,1500.0
16614,ES1,C00252,IT0001096,22-MAY,1500.0
16615,ES1,C00252,IT0001415,26-MAY,10.0
16616,ES3,C00152,IT0001099,26-MAY,50.0
16617,ES3,C00152,IT0001018,26-MAY,1000.0
16618,ES3,C00152,IT0001031,26-MAY,50.0
16619,ES3,C00152,IT0001499,26-MAY,25.0
16620,ES3,C00152,IT0001494,26-MAY,15.0
16621,ES1,C00156,IT0001116,26-MAY,72.0
16622,ES1,C00173,IT0001085,26-MAY,175.0
16623,ES1,C00173,IT0001099,26-MAY,133.0
16624,ES1,C00173,IT0001112,26-MAY,75.0
16625,ES1,C00173,IT0001026,26-MAY,800.0
16626,ES1,C00173,IT0001026,26-MAY,800.0
16627,ES1,C00173,IT0001038,26-MAY,213.0
16628,ES1,C00173,IT0001038,26-MAY,213.0
16629,ES1,C00173,IT0001044,26-MAY,141.0
16630,ES1,C00173,IT0001044,26-MAY,141.0
16631,ES1,C00173,IT0001159,26-MAY,216.0
16632,ES1,C00173,IT0001170,26-MAY,66.0
16633,ES1,C00173,IT0001405,26-MAY,22.0
16634,ES1,C00173,IT0001414,26-MAY,45.0
16635,ES1,C00237,IT0001084,27-MAY,250.0
16636,ES1,C00237,IT0001024,27-MAY,320.0
16637,ES1,C00370,IT0001099,31-MAY,160.0
16638,ES1,C00370,IT0001159,31-MAY,100.0
16639,ES1,C00370,IT0001415,31-MAY,100.0
16640,ES1,C00370,IT0001433,31-MAY,67.0
16641,ES1,C00212,IT0001483,28-MAY,13.0
16642,ES1,C00252,IT0001106,29-MAY,300.0
16643,ES1,C00252,IT0001106,29-MAY,300.0
16644,ES1,C00252,IT0001159,29-MAY,100.0
16645,ES1,C00252,IT0001159,29-MAY,100.0
16646,ES1,C00252,IT0001084,03-JUN,500.0
16647,ES1,C00252,IT0001084,03-JUN,500.0
16648,ES1,C00284,IT0001022,03-JUN,750.0
16649,ES1,C00284,IT0001084,03-JUN,1200.0
16650,ES1,C00284,IT0001106,03-JUN,140.0
16651,ES1,C00284,IT0001130,03-JUN,200.0
16652,ES1,C00284,IT0001130,03-JUN,200.0
16653,ES1,C00284,IT0001452,03-JUN,60.0
16654,ES1,C00284,IT0001400,03-JUN,15.0
16655,ES1,C00284,IT0001426,03-JUN,30.0
16656,ES1,C00284,IT0001115,03-JUN,100.0
16657,ES1,C00284,IT0001079,03-JUN,2100.0
16658,ES1,C00284,IT0001079,03-JUN,2100.0
16659,ES1,C00284,IT0001104,03-JUN,120.0
16660,ES1,C00256,IT0001197,07-JUN,400.0
16661,ES1,C00256,IT0001203,07-JUN,41.0
16662,ES1,C00256,IT0001076,07-JUN,75.0
